Post ID,Page ID,Page name,Title,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, comments and shares",Reactions,Comments,Shares,Total clicks,Matched audience targeting consumption (Photo Click),Other clicks,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions
100098766651626,100098765432100,LumaCraft Studio,Printed Summer Dress | Now Available,Discover our embroidered festive set. Designed for everyday style and easy gifting. #ShopSmall #FestiveEdit,0,04/18/2025 17:18,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766651626,0,0,Photos,English,,,,Lifetime,9148,9162,581,538,23,20,119,48.0,71,,,,,
100098766659545,100098765432100,LumaCraft Studio,Printed Summer Dress | Now Available,Discover our handwoven stole. Designed for everyday style and easy gifting. #NewDrop #ShopSmall,60,06/08/2025 17:45,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766659545,0,0,Videos,English,,,,Lifetime,20532,10651,263,212,28,23,134,,134,552310.0,26.9,,,
100098766667464,100098765432100,LumaCraft Studio,Everyday Cotton Saree | Limited Edit,Discover our handcrafted cotton kurta set. Designed for everyday style and easy gifting. #StyleInspiration #EverydayStyle,0,08/30/2025 17:23,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766667464,0,0,Photos,English,,,,Lifetime,2075,1712,71,68,2,1,19,6.0,13,,,,,
100098766675383,100098765432100,LumaCraft Studio,Printed Summer Dress | Now Available,Discover our everyday cotton saree. Designed for everyday style and easy gifting. #FestiveEdit #CottonLove,0,02/16/2025 06:40,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766675383,0,0,Photos,English,,,,Lifetime,5650,4285,196,180,7,9,55,16.0,39,,,,,
100098766683302,100098765432100,LumaCraft Studio,Minimalist Tote Bag | Weekend Pick,Discover our embroidered festive set. Designed for everyday style and easy gifting. #CottonLove #EverydayStyle,0,07/23/2025 16:12,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766683302,0,0,Photos,English,,,,Lifetime,14469,11706,525,488,21,16,141,61.0,80,,,,,
100098766691221,100098765432100,LumaCraft Studio,Artisan Home Decor | New Arrival,Discover our printed summer dress. Designed for everyday style and easy gifting. #NewDrop #NewDrop,0,07/04/2025 11:42,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766691221,0,0,Photos,English,,,,Lifetime,10752,7879,382,349,18,15,109,48.0,61,,,,,
100098766699140,100098765432100,LumaCraft Studio,Pastel Shirt Collection | Limited Edit,Discover our weekend collection. Designed for everyday style and easy gifting. #EverydayStyle #EverydayStyle,0,10/14/2025 18:09,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766699140,0,0,Photos,English,,,,Lifetime,10833,11596,613,562,31,20,123,53.0,70,,,,,
100098766707059,100098765432100,LumaCraft Studio,Handcrafted Cotton Kurta Set | Weekend Pick,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #EverydayStyle #ShopSmall,0,12/30/2025 22:57,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766707059,0,0,Photos,English,,,,Lifetime,6019,5678,169,147,13,9,68,26.0,42,,,,,
100098766714978,100098765432100,LumaCraft Studio,Pastel Shirt Collection | Weekend Pick,Discover our artisan home decor. Designed for everyday style and easy gifting. #Handmade #CottonLove,0,08/31/2025 18:33,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766714978,0,0,Photos,English,,,,Lifetime,31567,38511,1771,1629,75,67,503,205.0,298,,,,,
100098766722897,100098765432100,LumaCraft Studio,Everyday Cotton Saree | Now Available,Discover our pastel shirt collection. Designed for everyday style and easy gifting. #Handmade #ShopSmall,0,05/30/2025 22:39,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766722897,0,0,Photos,English,,,,Lifetime,2189,2434,82,72,6,4,29,8.0,21,,,,,
100098766730816,100098765432100,LumaCraft Studio,Embroidered Festive Set | Limited Edit,Discover our embroidered festive set. Designed for everyday style and easy gifting. #CottonLove #ShopSmall,0,05/29/2025 15:08,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766730816,0,0,Photos,English,,,,Lifetime,14633,11864,571,526,26,19,144,51.0,93,,,,,
100098766738735,100098765432100,LumaCraft Studio,Minimalist Tote Bag | New Arrival,Discover our handcrafted cotton kurta set. Designed for everyday style and easy gifting. #ShopSmall #StyleInspiration,0,06/02/2025 14:19,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766738735,0,0,Photos,English,,,,Lifetime,7159,7191,184,148,17,19,86,32.0,54,,,,,
100098766746654,100098765432100,LumaCraft Studio,Printed Summer Dress | New Arrival,Discover our artisan home decor. Designed for everyday style and easy gifting. #Handmade #FestiveEdit,0,10/25/2025 18:04,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766746654,0,0,Photos,English,,,,Lifetime,22941,23330,487,404,50,33,287,112.0,175,,,,,
100098766754573,100098765432100,LumaCraft Studio,Pastel Shirt Collection | Now Available,Discover our handwoven stole. Designed for everyday style and easy gifting. #NewDrop #FestiveEdit,0,04/28/2025 15:28,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766754573,0,0,Photos,English,,,,Lifetime,15623,16621,860,800,30,30,206,97.0,109,,,,,
100098766762492,100098765432100,LumaCraft Studio,Handwoven Stole | New Arrival,Discover our weekend collection. Designed for everyday style and easy gifting. #LumaCraft #Handmade,0,03/02/2025 11:28,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766762492,0,0,Photos,English,,,,Lifetime,10539,6665,236,211,13,12,70,33.0,37,,,,,
100098766770411,100098765432100,LumaCraft Studio,Weekend Collection | Fresh Drop,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #CottonLove #LumaCraft,0,05/03/2025 12:14,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766770411,0,0,Photos,English,,,,Lifetime,6479,6137,393,364,19,10,51,23.0,28,,,,,
100098766778330,100098765432100,LumaCraft Studio,Pastel Shirt Collection | Limited Edit,Discover our handwoven stole. Designed for everyday style and easy gifting. #EverydayStyle #Handmade,0,01/09/2025 08:54,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766778330,0,0,Photos,English,,,,Lifetime,13615,11793,458,417,21,20,149,51.0,98,,,,,
100098766786249,100098765432100,LumaCraft Studio,Linen Co-Ord Set | Weekend Pick,Discover our handwoven stole. Designed for everyday style and easy gifting. #Handmade #StyleInspiration,0,02/08/2025 12:11,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766786249,0,0,Photos,English,,,,Lifetime,13704,14533,509,451,32,26,165,79.0,86,,,,,
100098766794168,100098765432100,LumaCraft Studio,Handwoven Stole | Weekend Pick,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #CottonLove #CottonLove,54,02/02/2025 15:17,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766794168,0,0,Videos,English,,,,Lifetime,29595,17189,642,578,46,18,206,,206,822741.0,27.8,,,
100098766802087,100098765432100,LumaCraft Studio,Embroidered Festive Set | Now Available,Discover our weekend collection. Designed for everyday style and easy gifting. #CottonLove #ShopSmall,0,10/09/2025 16:43,Shared,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766802087,0,0,Photos,English,,,,Lifetime,6027,6312,282,258,12,12,78,31.0,47,,,,,
100098766810006,100098765432100,LumaCraft Studio,Minimalist Tote Bag | Weekend Pick,Discover our printed summer dress. Designed for everyday style and easy gifting. #StyleInspiration #StyleInspiration,60,09/21/2025 09:29,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766810006,0,0,Videos,English,,,,Lifetime,47912,30548,1487,1366,70,51,355,,355,1437360.0,30.0,,,
100098766817925,100098765432100,LumaCraft Studio,Printed Summer Dress | Limited Edit,Discover our linen co-ord set. Designed for everyday style and easy gifting. #ShopSmall #EverydayStyle,26,09/12/2025 12:50,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766817925,0,0,Videos,English,,,,Lifetime,13691,11276,436,392,22,22,106,,106,191674.0,14.0,,,
100098766825844,100098765432100,LumaCraft Studio,Weekend Collection | Limited Edit,Discover our weekend collection. Designed for everyday style and easy gifting. #StyleInspiration #CottonLove,0,06/18/2025 17:50,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766825844,0,0,Photos,English,,,,Lifetime,2317,2280,52,43,6,3,31,13.0,18,,,,,
100098766833763,100098765432100,LumaCraft Studio,Pastel Shirt Collection | Now Available,Discover our linen co-ord set. Designed for everyday style and easy gifting. #NewDrop #EverydayStyle,0,09/19/2025 17:24,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766833763,0,0,Photos,English,,,,Lifetime,8239,5449,110,86,11,13,68,30.0,38,,,,,
100098766841682,100098765432100,LumaCraft Studio,Artisan Home Decor | Limited Edit,Discover our embroidered festive set. Designed for everyday style and easy gifting. #CottonLove #ShopSmall,15,02/28/2025 18:40,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766841682,0,0,Videos,English,,,,Lifetime,14826,8260,116,83,22,11,118,,118,118608.0,8.0,,,
100098766849601,100098765432100,LumaCraft Studio,Everyday Cotton Saree | Limited Edit,Discover our artisan home decor. Designed for everyday style and easy gifting. #ShopSmall #Handmade,0,11/25/2025 08:43,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766849601,0,0,Photos,English,,,,Lifetime,11139,8191,245,221,14,10,105,34.0,71,,,,,
100098766857520,100098765432100,LumaCraft Studio,Handcrafted Cotton Kurta Set | Fresh Drop,Discover our handcrafted cotton kurta set. Designed for everyday style and easy gifting. #StyleInspiration #CottonLove,0,07/02/2025 16:21,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766857520,0,0,Photos,English,,,,Lifetime,3152,2899,169,163,3,3,46,21.0,25,,,,,
100098766865439,100098765432100,LumaCraft Studio,Handwoven Stole | Fresh Drop,Discover our artisan home decor. Designed for everyday style and easy gifting. #StyleInspiration #Handmade,0,12/09/2025 14:55,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766865439,0,0,Photos,English,,,,Lifetime,15097,17225,464,389,51,24,222,110.0,112,,,,,
100098766873358,100098765432100,LumaCraft Studio,Pastel Shirt Collection | Now Available,Discover our printed summer dress. Designed for everyday style and easy gifting. #LumaCraft #Handmade,0,02/25/2025 15:50,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766873358,0,0,Photos,English,,,,Lifetime,5896,5704,363,338,13,12,52,21.0,31,,,,,
100098766881277,100098765432100,LumaCraft Studio,Artisan Home Decor | Fresh Drop,Discover our weekend collection. Designed for everyday style and easy gifting. #CottonLove #ShopSmall,0,07/01/2025 18:41,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766881277,0,0,Photos,English,,,,Lifetime,13623,12980,481,441,23,17,154,62.0,92,,,,,
100098766889196,100098765432100,LumaCraft Studio,Printed Summer Dress | New Arrival,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #Handmade #CottonLove,22,09/12/2025 16:51,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766889196,0,0,Videos,English,,,,Lifetime,11881,6483,231,204,11,16,102,,102,148512.0,12.5,12.1,4.09,2958.0
100098766897115,100098765432100,LumaCraft Studio,Handwoven Stole | New Arrival,Discover our everyday cotton saree. Designed for everyday style and easy gifting. #NewDrop #StyleInspiration,21,06/30/2025 19:18,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766897115,0,0,Videos,English,,,,Lifetime,22280,13844,637,591,22,24,148,,148,278500.0,12.5,,,
100098766905034,100098765432100,LumaCraft Studio,Everyday Cotton Saree | Fresh Drop,Discover our printed summer dress. Designed for everyday style and easy gifting. #EverydayStyle #StyleInspiration,0,06/12/2025 19:35,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766905034,0,0,Photos,English,,,,Lifetime,11397,8588,393,364,16,13,104,50.0,54,,,,,
100098766912953,100098765432100,LumaCraft Studio,Embroidered Festive Set | Fresh Drop,Discover our embroidered festive set. Designed for everyday style and easy gifting. #EverydayStyle #NewDrop,25,03/02/2025 14:34,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766912953,0,0,Videos,English,,,,Lifetime,13529,7801,372,338,18,16,87,,87,246227.0,18.2,,,
100098766920872,100098765432100,LumaCraft Studio,Handwoven Stole | Now Available,Discover our pastel shirt collection. Designed for everyday style and easy gifting. #StyleInspiration #FestiveEdit,0,05/20/2025 16:29,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766920872,0,0,Photos,English,,,,Lifetime,3889,3635,236,227,6,3,52,20.0,32,,,,,
100098766928791,100098765432100,LumaCraft Studio,Printed Summer Dress | Limited Edit,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #LumaCraft #ShopSmall,41,03/29/2025 10:01,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766928791,0,0,Videos,English,,,,Lifetime,20679,10488,207,164,24,19,123,,123,527314.0,25.5,,,
100098766936710,100098765432100,LumaCraft Studio,Linen Co-Ord Set | Limited Edit,Discover our handcrafted cotton kurta set. Designed for everyday style and easy gifting. #CottonLove #ShopSmall,0,04/21/2025 19:23,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766936710,0,0,Photos,English,,,,Lifetime,24208,19929,998,918,45,35,229,103.0,126,,,,,
100098766944629,100098765432100,LumaCraft Studio,Handwoven Stole | New Arrival,Discover our pastel shirt collection. Designed for everyday style and easy gifting. #StyleInspiration #LumaCraft,23,09/07/2025 17:23,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766944629,0,0,Videos,English,,,,Lifetime,5580,3914,9,0,5,4,50,,50,66402.0,11.9,,,
100098766952548,100098765432100,LumaCraft Studio,Minimalist Tote Bag | Weekend Pick,Discover our printed summer dress. Designed for everyday style and easy gifting. #FestiveEdit #ShopSmall,51,08/19/2025 14:10,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766952548,0,0,Videos,English,,,,Lifetime,20558,11137,140,105,16,19,129,,129,427606.0,20.8,,,
100098766960467,100098765432100,LumaCraft Studio,Pastel Shirt Collection | Now Available,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #NewDrop #EverydayStyle,0,08/10/2025 12:15,Shared,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766960467,0,0,Photos,English,,,,Lifetime,12553,10340,323,272,26,25,136,61.0,75,,,,,
100098766968386,100098765432100,LumaCraft Studio,Weekend Collection | Now Available,Discover our linen co-ord set. Designed for everyday style and easy gifting. #ShopSmall #Handmade,0,05/13/2025 20:01,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766968386,0,0,Photos,English,,,,Lifetime,21843,17593,1040,968,47,25,208,70.0,138,,,,,
100098766976305,100098765432100,LumaCraft Studio,Minimalist Tote Bag | Limited Edit,Discover our artisan home decor. Designed for everyday style and easy gifting. #CottonLove #LumaCraft,43,12/17/2025 15:25,Shared,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766976305,0,0,Videos,English,,,,Lifetime,16832,8043,494,465,11,18,94,,94,493177.0,29.3,,,
100098766984224,100098765432100,LumaCraft Studio,Handwoven Stole | New Arrival,Discover our handwoven stole. Designed for everyday style and easy gifting. #CottonLove #CottonLove,0,02/01/2025 16:18,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766984224,0,0,Photos,English,,,,Lifetime,3576,3600,163,147,5,11,58,16.0,42,,,,,
100098766992143,100098765432100,LumaCraft Studio,Weekend Collection | Fresh Drop,Discover our artisan home decor. Designed for everyday style and easy gifting. #EverydayStyle #FestiveEdit,0,05/06/2025 06:24,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098766992143,0,0,Photos,English,,,,Lifetime,6070,6858,209,183,18,8,75,34.0,41,,,,,
100098767000062,100098765432100,LumaCraft Studio,Embroidered Festive Set | Fresh Drop,Discover our weekend collection. Designed for everyday style and easy gifting. #CottonLove #ShopSmall,23,02/13/2025 17:16,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767000062,0,0,Videos,English,,,,Lifetime,20766,11575,431,386,21,24,147,,147,344715.0,16.6,,,
100098767007981,100098765432100,LumaCraft Studio,Everyday Cotton Saree | Limited Edit,Discover our handwoven stole. Designed for everyday style and easy gifting. #EverydayStyle #StyleInspiration,0,05/04/2025 17:42,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767007981,0,0,Photos,English,,,,Lifetime,7745,6078,292,269,17,6,80,31.0,49,,,,,
100098767015900,100098765432100,LumaCraft Studio,Minimalist Tote Bag | Now Available,Discover our everyday cotton saree. Designed for everyday style and easy gifting. #EverydayStyle #EverydayStyle,0,12/18/2025 17:58,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767015900,0,0,Photos,English,,,,Lifetime,11102,8036,303,263,21,19,104,29.0,75,,,,,
100098767023819,100098765432100,LumaCraft Studio,Pastel Shirt Collection | Limited Edit,Discover our pastel shirt collection. Designed for everyday style and easy gifting. #StyleInspiration #FestiveEdit,0,05/14/2025 15:59,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767023819,0,0,Photos,English,,,,Lifetime,7556,6996,200,171,20,9,73,30.0,43,,,,,
100098767031738,100098765432100,LumaCraft Studio,Linen Co-Ord Set | Limited Edit,Discover our linen co-ord set. Designed for everyday style and easy gifting. #ShopSmall #FestiveEdit,0,11/28/2025 19:45,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767031738,0,0,Photos,English,,,,Lifetime,44901,35629,1138,985,90,63,420,169.0,251,,,,,
100098767039657,100098765432100,LumaCraft Studio,Weekend Collection | Now Available,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #StyleInspiration #EverydayStyle,58,06/30/2025 17:17,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767039657,0,0,Videos,English,,,,Lifetime,2593,1234,13,12,0,1,19,,19,91532.0,35.3,2.39,3.62,659.0
100098767047576,100098765432100,LumaCraft Studio,Printed Summer Dress | Limited Edit,Discover our linen co-ord set. Designed for everyday style and easy gifting. #LumaCraft #FestiveEdit,0,09/13/2025 18:57,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767047576,0,0,Photos,English,,,,Lifetime,27339,22352,868,790,42,36,249,111.0,138,,,,,
100098767055495,100098765432100,LumaCraft Studio,Minimalist Tote Bag | New Arrival,Discover our handwoven stole. Designed for everyday style and easy gifting. #CottonLove #Handmade,0,06/16/2025 19:04,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767055495,0,0,Photos,English,,,,Lifetime,19298,17487,295,230,38,27,226,88.0,138,,,,,
100098767063414,100098765432100,LumaCraft Studio,Linen Co-Ord Set | Now Available,Discover our weekend collection. Designed for everyday style and easy gifting. #EverydayStyle #LumaCraft,0,04/08/2025 17:06,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767063414,0,0,Photos,English,,,,Lifetime,7987,7322,249,225,11,13,92,33.0,59,,,,,
100098767071333,100098765432100,LumaCraft Studio,Pastel Shirt Collection | Weekend Pick,Discover our handwoven stole. Designed for everyday style and easy gifting. #ShopSmall #NewDrop,17,10/06/2025 15:38,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767071333,0,0,Videos,English,,,,Lifetime,16825,11174,270,232,21,17,121,,121,222090.0,13.2,,,
100098767079252,100098765432100,LumaCraft Studio,Linen Co-Ord Set | New Arrival,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #FestiveEdit #EverydayStyle,0,12/20/2025 17:33,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767079252,0,0,Photos,English,,,,Lifetime,21172,18103,801,722,43,36,199,65.0,134,,,,,
100098767087171,100098765432100,LumaCraft Studio,Embroidered Festive Set | Weekend Pick,Discover our handcrafted cotton kurta set. Designed for everyday style and easy gifting. #LumaCraft #NewDrop,60,04/07/2025 21:06,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767087171,0,0,Videos,English,,,,Lifetime,38895,23650,637,544,50,43,292,,292,1127955.0,29.0,,,
100098767095090,100098765432100,LumaCraft Studio,Everyday Cotton Saree | Weekend Pick,Discover our linen co-ord set. Designed for everyday style and easy gifting. #LumaCraft #FestiveEdit,56,10/12/2025 13:59,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767095090,0,0,Videos,English,,,,Lifetime,12619,9464,336,288,19,29,122,,122,411379.0,32.6,,,
100098767103009,100098765432100,LumaCraft Studio,Minimalist Tote Bag | Now Available,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #ShopSmall #CottonLove,17,04/06/2025 17:58,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767103009,0,0,Videos,English,,,,Lifetime,21242,13763,438,379,42,17,168,,168,252779.0,11.9,,,
100098767110928,100098765432100,LumaCraft Studio,Artisan Home Decor | Weekend Pick,Discover our linen co-ord set. Designed for everyday style and easy gifting. #StyleInspiration #CottonLove,38,09/19/2025 14:44,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767110928,0,0,Videos,English,,,,Lifetime,10280,8224,105,67,20,18,85,,85,296064.0,28.8,,,
100098767118847,100098765432100,LumaCraft Studio,Pastel Shirt Collection | Fresh Drop,Discover our linen co-ord set. Designed for everyday style and easy gifting. #Handmade #LumaCraft,57,10/15/2025 10:17,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767118847,0,0,Videos,English,,,,Lifetime,17230,8417,427,392,13,22,97,,97,713322.0,41.4,,,
100098767126766,100098765432100,LumaCraft Studio,Weekend Collection | Now Available,Discover our everyday cotton saree. Designed for everyday style and easy gifting. #NewDrop #EverydayStyle,17,06/14/2025 18:02,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767126766,0,0,Videos,English,,,,Lifetime,73727,46342,1509,1326,103,80,539,,539,560325.0,7.6,10.92,1.64,6659.0
100098767134685,100098765432100,LumaCraft Studio,Artisan Home Decor | Fresh Drop,Discover our weekend collection. Designed for everyday style and easy gifting. #LumaCraft #LumaCraft,0,09/26/2025 15:52,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767134685,0,0,Photos,English,,,,Lifetime,13510,9362,408,378,15,15,112,42.0,70,,,,,
100098767142604,100098765432100,LumaCraft Studio,Handwoven Stole | Weekend Pick,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #StyleInspiration #LumaCraft,26,04/10/2025 15:59,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767142604,0,0,Videos,English,,,,Lifetime,32564,17132,548,475,35,38,181,,181,423332.0,13.0,,,
100098767150523,100098765432100,LumaCraft Studio,Printed Summer Dress | Weekend Pick,Discover our pastel shirt collection. Designed for everyday style and easy gifting. #StyleInspiration #ShopSmall,0,01/29/2025 21:14,Shared,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767150523,0,0,Photos,English,,,,Lifetime,22517,20698,978,897,43,38,229,94.0,135,,,,,
100098767158442,100098765432100,LumaCraft Studio,Weekend Collection | Limited Edit,Discover our handcrafted cotton kurta set. Designed for everyday style and easy gifting. #NewDrop #LumaCraft,0,02/05/2025 18:24,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767158442,0,0,Photos,English,,,,Lifetime,14330,11762,355,299,24,32,151,49.0,102,,,,,
100098767166361,100098765432100,LumaCraft Studio,Embroidered Festive Set | Now Available,Discover our printed summer dress. Designed for everyday style and easy gifting. #Handmade #Handmade,30,06/13/2025 09:13,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767166361,0,0,Videos,English,,,,Lifetime,10534,7447,369,342,13,14,83,,83,144315.0,13.7,,,
100098767174280,100098765432100,LumaCraft Studio,Pastel Shirt Collection | Weekend Pick,Discover our artisan home decor. Designed for everyday style and easy gifting. #FestiveEdit #CottonLove,52,11/26/2025 18:33,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767174280,0,0,Videos,English,,,,Lifetime,17551,12061,411,370,18,23,155,,155,601999.0,34.3,,,
100098767182199,100098765432100,LumaCraft Studio,Handwoven Stole | Now Available,Discover our pastel shirt collection. Designed for everyday style and easy gifting. #StyleInspiration #ShopSmall,30,02/16/2025 20:26,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767182199,0,0,Videos,English,,,,Lifetime,30043,23136,952,859,55,38,302,,302,585838.0,19.5,,,
100098767190118,100098765432100,LumaCraft Studio,Artisan Home Decor | New Arrival,Discover our minimalist tote bag. Designed for everyday style and easy gifting. #StyleInspiration #CottonLove,0,06/16/2025 07:49,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767190118,0,0,Photos,English,,,,Lifetime,6585,5375,69,46,14,9,67,33.0,34,,,,,
100098767198037,100098765432100,LumaCraft Studio,Handcrafted Cotton Kurta Set | Weekend Pick,Discover our handcrafted cotton kurta set. Designed for everyday style and easy gifting. #NewDrop #CottonLove,0,09/14/2025 14:57,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767198037,0,0,Photos,English,,,,Lifetime,5268,5897,371,347,13,11,60,28.0,32,,,,,
100098767205956,100098765432100,LumaCraft Studio,Handwoven Stole | New Arrival,Discover our artisan home decor. Designed for everyday style and easy gifting. #StyleInspiration #NewDrop,0,03/15/2025 10:02,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767205956,0,0,Photos,English,,,,Lifetime,12286,11409,535,487,28,20,126,48.0,78,,,,,
100098767213875,100098765432100,LumaCraft Studio,Embroidered Festive Set | New Arrival,Discover our artisan home decor. Designed for everyday style and easy gifting. #NewDrop #NewDrop,0,09/21/2025 17:45,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767213875,0,0,Photos,English,,,,Lifetime,2850,2247,95,88,2,5,21,12.0,9,,,,,
100098767221794,100098765432100,LumaCraft Studio,Embroidered Festive Set | Weekend Pick,Discover our linen co-ord set. Designed for everyday style and easy gifting. #LumaCraft #NewDrop,0,04/22/2025 18:42,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767221794,0,0,Photos,English,,,,Lifetime,48727,33339,1176,1061,61,54,375,175.0,200,,,,,
100098767229713,100098765432100,LumaCraft Studio,Artisan Home Decor | Fresh Drop,Discover our weekend collection. Designed for everyday style and easy gifting. #Handmade #Handmade,0,10/23/2025 19:44,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767229713,0,0,Photos,English,,,,Lifetime,10341,8228,419,381,21,17,92,42.0,50,,,,,
100098767237632,100098765432100,LumaCraft Studio,Embroidered Festive Set | Now Available,Discover our artisan home decor. Designed for everyday style and easy gifting. #LumaCraft #LumaCraft,0,07/31/2025 18:44,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767237632,0,0,Photos,English,,,,Lifetime,38288,25774,1608,1508,47,53,293,129.0,164,,,,,
100098767245551,100098765432100,LumaCraft Studio,Handwoven Stole | Weekend Pick,Discover our everyday cotton saree. Designed for everyday style and easy gifting. #FestiveEdit #EverydayStyle,60,07/19/2025 08:54,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767245551,0,0,Videos,English,,,,Lifetime,41864,23315,477,363,68,46,281,,281,1289411.0,30.8,,,
100098767253470,100098765432100,LumaCraft Studio,Printed Summer Dress | Limited Edit,Discover our linen co-ord set. Designed for everyday style and easy gifting. #ShopSmall #CottonLove,0,03/06/2025 17:14,Original,https://www.facebook.com/lumacraft-studio-synthetic/posts/100098767253470,0,0,Photos,English,,,,Lifetime,1753,1917,115,106,5,4,22,17.0,5,,,,,
